student_id,department,category,faculty_name,subject,rating,comment,sentiment,clean_comment,sentiment_label
STU0267,Computer Science,Library Facilities,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0267,Computer Science,Lab Infrastructure,,,2,Poor course structure,unhappy,poor course structure,0
STU0267,Computer Science,Placements,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0267,Computer Science,Internships,,,2,Outdated teaching methods,happy,outdated teaching methods,2
STU0267,Computer Science,Extracurricular Activities,,,3,Moderate course content,neutral,moderate course content,1
STU0267,Computer Science,Industry Connections,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0267,Computer Science,International Collaborations,,,2,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0268,Computer Science,Faculty Performance,Dr. Priya Sharma,Database Management System,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0268,Computer Science,College Infrastructure,,,1,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0268,Computer Science,Library Facilities,,,2,Poor course structure,unhappy,poor course structure,0
STU0268,Computer Science,Lab Infrastructure,,,3,Average teaching experience,neutral,average teaching experience,1
STU0268,Computer Science,Placements,,,1,Poor course structure,unhappy,poor course structure,0
STU0268,Computer Science,Internships,,,5,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0268,Computer Science,Extracurricular Activities,,,1,Poor course structure,unhappy,poor course structure,0
STU0268,Computer Science,Industry Connections,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0268,Computer Science,International Collaborations,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0269,Mechanical,Faculty Performance,Dr. Priya Sharma,Software Engineering,5,Outstanding course content and delivery,unhappy,outstanding course content delivery,0
STU0269,Mechanical,College Infrastructure,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0269,Mechanical,Library Facilities,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0269,Mechanical,Lab Infrastructure,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0269,Mechanical,Placements,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0269,Mechanical,Internships,,,3,Moderate course content,neutral,moderate course content,1
STU0269,Mechanical,Extracurricular Activities,,,1,Poor course structure,unhappy,poor course structure,0
STU0269,Mechanical,Industry Connections,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0269,Mechanical,International Collaborations,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0270,Computer Science,Faculty Performance,Dr. Rajesh Patil,Database Management System,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0270,Computer Science,College Infrastructure,,,2,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0270,Computer Science,Library Facilities,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0270,Computer Science,Lab Infrastructure,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0270,Computer Science,Placements,,,3,Moderate course content,neutral,moderate course content,1
STU0270,Computer Science,Internships,,,3,Average experience,neutral,average experience,1
STU0270,Computer Science,Extracurricular Activities,,,4,Highly knowledgeable and supportive faculty,unhappy,highly knowledgeable supportive faculty,0
STU0270,Computer Science,Industry Connections,,,2,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0270,Computer Science,International Collaborations,,,3,Average teaching experience,unhappy,average teaching experience,0
STU0271,Electronics,Faculty Performance,Dr. Rajesh Patil,Data Structures,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0271,Electronics,College Infrastructure,,,3,Moderate course content,unhappy,moderate course content,0
STU0271,Electronics,Library Facilities,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0271,Electronics,Lab Infrastructure,,,3,Average teaching experience,unhappy,average teaching experience,0
STU0271,Electronics,Placements,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0271,Electronics,Internships,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0271,Electronics,Extracurricular Activities,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0271,Electronics,Industry Connections,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0271,Electronics,International Collaborations,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0272,Computer Science,Faculty Performance,Dr. Sopan Khurana,Machine Learning,5,Could improve practical exposure,neutral,could improve practical exposure,1
STU0272,Computer Science,College Infrastructure,,,1,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0272,Computer Science,Library Facilities,,,3,Average teaching experience,neutral,average teaching experience,1
STU0272,Computer Science,Lab Infrastructure,,,3,Moderate course content,neutral,moderate course content,1
STU0272,Computer Science,Placements,,,1,Outdated teaching methods,neutral,outdated teaching methods,1
STU0272,Computer Science,Internships,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0272,Computer Science,Extracurricular Activities,,,1,Could improve practical exposure,neutral,could improve practical exposure,1
STU0272,Computer Science,Industry Connections,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0272,Computer Science,International Collaborations,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0273,Electronics,Faculty Performance,Dr. Meera Krishnan,Data Structures,4,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0273,Electronics,College Infrastructure,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0273,Electronics,Library Facilities,,,1,Poor course structure,unhappy,poor course structure,0
STU0273,Electronics,Lab Infrastructure,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0273,Electronics,Placements,,,4,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0273,Electronics,Internships,,,2,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0273,Electronics,Extracurricular Activities,,,4,Could improve practical exposure,neutral,could improve practical exposure,1
STU0273,Electronics,Industry Connections,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0273,Electronics,International Collaborations,,,3,Average teaching experience,neutral,average teaching experience,1
STU0274,Electrical,Faculty Performance,Dr. Meera Krishnan,Computer Networks,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0274,Electrical,College Infrastructure,,,1,Poor course structure,unhappy,poor course structure,0
STU0274,Electrical,Library Facilities,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0274,Electrical,Lab Infrastructure,,,5,Average experience,happy,average experience,2
STU0274,Electrical,Placements,,,3,Average teaching experience,neutral,average teaching experience,1
STU0274,Electrical,Internships,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0274,Electrical,Extracurricular Activities,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0274,Electrical,Industry Connections,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0274,Electrical,International Collaborations,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0275,Computer Science,Faculty Performance,Dr. Meera Krishnan,Computer Networks,4,Exceptional teaching and guidance,neutral,exceptional teaching guidance,1
STU0275,Computer Science,College Infrastructure,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0275,Computer Science,Library Facilities,,,2,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0275,Computer Science,Lab Infrastructure,,,2,Needs improvement,unhappy,needs improvement,0
STU0275,Computer Science,Placements,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0275,Computer Science,Internships,,,4,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0275,Computer Science,Extracurricular Activities,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0275,Computer Science,Industry Connections,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0275,Computer Science,International Collaborations,,,4,Highly knowledgeable and supportive faculty,unhappy,highly knowledgeable supportive faculty,0
STU0276,Electronics,Faculty Performance,Dr. Girish Talmale,Database Management System,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0276,Electronics,College Infrastructure,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0276,Electronics,Library Facilities,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0276,Electronics,Lab Infrastructure,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0276,Electronics,Placements,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0276,Electronics,Internships,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0276,Electronics,Extracurricular Activities,,,2,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0276,Electronics,Industry Connections,,,3,Moderate course content,neutral,moderate course content,1
STU0276,Electronics,International Collaborations,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0277,Information Technology,Faculty Performance,Dr. Rajesh Patil,Computer Networks,3,Average teaching experience,neutral,average teaching experience,1
STU0277,Information Technology,College Infrastructure,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0277,Information Technology,Library Facilities,,,3,Average teaching experience,neutral,average teaching experience,1
STU0277,Information Technology,Lab Infrastructure,,,4,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0277,Information Technology,Placements,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0277,Information Technology,Internships,,,3,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0277,Information Technology,Extracurricular Activities,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0277,Information Technology,Industry Connections,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0277,Information Technology,International Collaborations,,,5,Needs improvement,unhappy,needs improvement,0
STU0278,Mechanical,Faculty Performance,Dr. Priya Sharma,Machine Learning,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0278,Mechanical,College Infrastructure,,,1,Poor course structure,unhappy,poor course structure,0
STU0278,Mechanical,Library Facilities,,,2,Average teaching experience,neutral,average teaching experience,1
STU0278,Mechanical,Lab Infrastructure,,,4,Outstanding course content and delivery,unhappy,outstanding course content delivery,0
STU0278,Mechanical,Placements,,,4,Average experience,happy,average experience,2
STU0278,Mechanical,Internships,,,3,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0278,Mechanical,Extracurricular Activities,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0278,Mechanical,Industry Connections,,,3,Moderate course content,neutral,moderate course content,1
STU0278,Mechanical,International Collaborations,,,3,Moderate course content,unhappy,moderate course content,0
STU0279,Electrical,Faculty Performance,Dr. Sopan Khurana,Artificial Intelligence,4,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0279,Electrical,College Infrastructure,,,3,Moderate course content,unhappy,moderate course content,0
STU0279,Electrical,Library Facilities,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0279,Electrical,Lab Infrastructure,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0279,Electrical,Placements,,,4,Outstanding course content and delivery,unhappy,outstanding course content delivery,0
STU0279,Electrical,Internships,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0279,Electrical,Extracurricular Activities,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0279,Electrical,Industry Connections,,,2,Poor course structure,unhappy,poor course structure,0
STU0279,Electrical,International Collaborations,,,3,Average teaching experience,neutral,average teaching experience,1
STU0280,Electrical,Faculty Performance,Dr. Sopan Khurana,Computer Networks,1,Poor course structure,unhappy,poor course structure,0
STU0280,Electrical,College Infrastructure,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0280,Electrical,Library Facilities,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0280,Electrical,Lab Infrastructure,,,1,Average experience,happy,average experience,2
STU0280,Electrical,Placements,,,1,Outdated teaching methods,happy,outdated teaching methods,2
STU0280,Electrical,Internships,,,3,Moderate course content,neutral,moderate course content,1
STU0280,Electrical,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0280,Electrical,Industry Connections,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0280,Electrical,International Collaborations,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0281,Information Technology,Faculty Performance,Dr. Harsh Singh,Computer Networks,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0281,Information Technology,College Infrastructure,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0281,Information Technology,Library Facilities,,,3,Moderate course content,neutral,moderate course content,1
STU0281,Information Technology,Lab Infrastructure,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0281,Information Technology,Placements,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0281,Information Technology,Internships,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0281,Information Technology,Extracurricular Activities,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0281,Information Technology,Industry Connections,,,5,Average experience,happy,average experience,2
STU0281,Information Technology,International Collaborations,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0282,Electrical,Faculty Performance,Dr. Rajesh Patil,Database Management System,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0282,Electrical,College Infrastructure,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0282,Electrical,Library Facilities,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0282,Electrical,Lab Infrastructure,,,5,Exceptional teaching and guidance,neutral,exceptional teaching guidance,1
STU0282,Electrical,Placements,,,4,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0282,Electrical,Internships,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0282,Electrical,Extracurricular Activities,,,2,Poor course structure,neutral,poor course structure,1
STU0282,Electrical,Industry Connections,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0282,Electrical,International Collaborations,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0283,Mechanical,Faculty Performance,Dr. Harsh Singh,Data Structures,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0283,Mechanical,College Infrastructure,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0283,Mechanical,Library Facilities,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0283,Mechanical,Lab Infrastructure,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0283,Mechanical,Placements,,,3,Average teaching experience,unhappy,average teaching experience,0
STU0283,Mechanical,Internships,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0283,Mechanical,Extracurricular Activities,,,5,Needs improvement,unhappy,needs improvement,0
STU0283,Mechanical,Industry Connections,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0283,Mechanical,International Collaborations,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0284,Mechanical,Faculty Performance,Dr. Meera Krishnan,Data Structures,3,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0284,Mechanical,College Infrastructure,,,4,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0284,Mechanical,Library Facilities,,,3,Moderate course content,neutral,moderate course content,1
STU0284,Mechanical,Lab Infrastructure,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0284,Mechanical,Placements,,,1,Poor course structure,unhappy,poor course structure,0
STU0284,Mechanical,Internships,,,5,Moderate course content,neutral,moderate course content,1
STU0284,Mechanical,Extracurricular Activities,,,5,Average experience,happy,average experience,2
STU0284,Mechanical,Industry Connections,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0284,Mechanical,International Collaborations,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0285,Information Technology,Faculty Performance,Dr. Priya Sharma,Database Management System,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0285,Information Technology,College Infrastructure,,,4,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0285,Information Technology,Library Facilities,,,3,Average experience,neutral,average experience,1
STU0285,Information Technology,Lab Infrastructure,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0285,Information Technology,Placements,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0285,Information Technology,Internships,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0285,Information Technology,Extracurricular Activities,,,3,Moderate course content,neutral,moderate course content,1
STU0285,Information Technology,Industry Connections,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0285,Information Technology,International Collaborations,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0286,Electronics,Faculty Performance,Dr. Rajesh Patil,Database Management System,3,Average teaching experience,neutral,average teaching experience,1
STU0286,Electronics,College Infrastructure,,,2,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0286,Electronics,Library Facilities,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0286,Electronics,Lab Infrastructure,,,5,Average experience,happy,average experience,2
STU0286,Electronics,Placements,,,3,Average teaching experience,neutral,average teaching experience,1
STU0286,Electronics,Internships,,,1,Poor course structure,unhappy,poor course structure,0
STU0286,Electronics,Extracurricular Activities,,,1,Poor course structure,unhappy,poor course structure,0
STU0286,Electronics,Industry Connections,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0286,Electronics,International Collaborations,,,3,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0287,Computer Science,Faculty Performance,Dr. Harsh Singh,Software Engineering,3,Moderate course content,unhappy,moderate course content,0
STU0287,Computer Science,College Infrastructure,,,1,Poor course structure,unhappy,poor course structure,0
STU0287,Computer Science,Library Facilities,,,3,Average teaching experience,neutral,average teaching experience,1
STU0287,Computer Science,Lab Infrastructure,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0287,Computer Science,Placements,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0287,Computer Science,Internships,,,3,Average teaching experience,neutral,average teaching experience,1
STU0287,Computer Science,Extracurricular Activities,,,4,Average experience,happy,average experience,2
STU0287,Computer Science,Industry Connections,,,2,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0287,Computer Science,International Collaborations,,,2,Poor course structure,unhappy,poor course structure,0
STU0288,Computer Science,Faculty Performance,Dr. Harsh Singh,Data Structures,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0288,Computer Science,College Infrastructure,,,3,Moderate course content,unhappy,moderate course content,0
STU0288,Computer Science,Library Facilities,,,3,Average teaching experience,neutral,average teaching experience,1
STU0288,Computer Science,Lab Infrastructure,,,3,Average teaching experience,neutral,average teaching experience,1
STU0288,Computer Science,Placements,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0288,Computer Science,Internships,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0288,Computer Science,Extracurricular Activities,,,3,Average teaching experience,neutral,average teaching experience,1
STU0288,Computer Science,Industry Connections,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0288,Computer Science,International Collaborations,,,3,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0289,Information Technology,Faculty Performance,Dr. Priya Sharma,Artificial Intelligence,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0289,Information Technology,College Infrastructure,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0289,Information Technology,Library Facilities,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0289,Information Technology,Lab Infrastructure,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0289,Information Technology,Placements,,,4,Average experience,happy,average experience,2
STU0289,Information Technology,Internships,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0289,Information Technology,Extracurricular Activities,,,3,Outstanding course content and delivery,neutral,outstanding course content delivery,1
STU0289,Information Technology,Industry Connections,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0289,Information Technology,International Collaborations,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0290,Mechanical,Faculty Performance,Dr. Sopan Khurana,Database Management System,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0290,Mechanical,College Infrastructure,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0290,Mechanical,Library Facilities,,,3,Could improve practical exposure,unhappy,could improve practical exposure,0
STU0290,Mechanical,Lab Infrastructure,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0290,Mechanical,Placements,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0290,Mechanical,Internships,,,3,Moderate course content,neutral,moderate course content,1
STU0290,Mechanical,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0290,Mechanical,Industry Connections,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0290,Mechanical,International Collaborations,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0291,Electronics,Faculty Performance,Dr. Rajesh Patil,Data Structures,2,Poor course structure,unhappy,poor course structure,0
STU0291,Electronics,College Infrastructure,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0291,Electronics,Library Facilities,,,3,Poor course structure,unhappy,poor course structure,0
STU0291,Electronics,Lab Infrastructure,,,2,Poor course structure,happy,poor course structure,2
STU0291,Electronics,Placements,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0291,Electronics,Internships,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0291,Electronics,Extracurricular Activities,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0291,Electronics,Industry Connections,,,4,Average teaching experience,neutral,average teaching experience,1
STU0291,Electronics,International Collaborations,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0292,Information Technology,Faculty Performance,Dr. Harsh Singh,Artificial Intelligence,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0292,Information Technology,College Infrastructure,,,2,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0292,Information Technology,Library Facilities,,,2,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0292,Information Technology,Lab Infrastructure,,,3,Average teaching experience,neutral,average teaching experience,1
STU0292,Information Technology,Placements,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0292,Information Technology,Internships,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0292,Information Technology,Extracurricular Activities,,,3,Moderate course content,neutral,moderate course content,1
STU0292,Information Technology,Industry Connections,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0292,Information Technology,International Collaborations,,,1,Poor course structure,unhappy,poor course structure,0
STU0293,Information Technology,Faculty Performance,Dr. Meera Krishnan,Software Engineering,2,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0293,Information Technology,College Infrastructure,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0293,Information Technology,Library Facilities,,,3,Moderate course content,unhappy,moderate course content,0
STU0293,Information Technology,Lab Infrastructure,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0293,Information Technology,Placements,,,3,Needs improvement,unhappy,needs improvement,0
STU0293,Information Technology,Internships,,,2,Poor course structure,unhappy,poor course structure,0
STU0293,Information Technology,Extracurricular Activities,,,1,Outdated teaching methods,happy,outdated teaching methods,2
STU0293,Information Technology,Industry Connections,,,1,Poor course structure,unhappy,poor course structure,0
STU0293,Information Technology,International Collaborations,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0294,Computer Science,Faculty Performance,Dr. Rajesh Patil,Software Engineering,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0294,Computer Science,College Infrastructure,,,1,Poor course structure,unhappy,poor course structure,0
STU0294,Computer Science,Library Facilities,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0294,Computer Science,Lab Infrastructure,,,2,Poor course structure,unhappy,poor course structure,0
STU0294,Computer Science,Placements,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0294,Computer Science,Internships,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0294,Computer Science,Extracurricular Activities,,,5,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0294,Computer Science,Industry Connections,,,3,Average teaching experience,neutral,average teaching experience,1
STU0294,Computer Science,International Collaborations,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0295,Electronics,Faculty Performance,Dr. Rajesh Patil,Software Engineering,5,Average experience,happy,average experience,2
STU0295,Electronics,College Infrastructure,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0295,Electronics,Library Facilities,,,2,Lack of practical knowledge,neutral,lack practical knowledge,1
STU0295,Electronics,Lab Infrastructure,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0295,Electronics,Placements,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0295,Electronics,Internships,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0295,Electronics,Extracurricular Activities,,,3,Moderate course content,happy,moderate course content,2
STU0295,Electronics,Industry Connections,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0295,Electronics,International Collaborations,,,3,Could improve practical exposure,happy,could improve practical exposure,2
STU0296,Computer Science,Faculty Performance,Dr. Priya Sharma,Machine Learning,3,Moderate course content,neutral,moderate course content,1
STU0296,Computer Science,College Infrastructure,,,5,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0296,Computer Science,Library Facilities,,,4,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0296,Computer Science,Lab Infrastructure,,,2,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0296,Computer Science,Placements,,,1,Poor course structure,happy,poor course structure,2
STU0296,Computer Science,Internships,,,2,Lack of practical knowledge,happy,lack practical knowledge,2
STU0296,Computer Science,Extracurricular Activities,,,3,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0296,Computer Science,Industry Connections,,,4,Outstanding course content and delivery,happy,outstanding course content delivery,2
STU0296,Computer Science,International Collaborations,,,1,Poor course structure,unhappy,poor course structure,0
STU0297,Information Technology,Faculty Performance,Dr. Meera Krishnan,Software Engineering,2,Poor course structure,neutral,poor course structure,1
STU0297,Information Technology,College Infrastructure,,,3,Average teaching experience,neutral,average teaching experience,1
STU0297,Information Technology,Library Facilities,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0297,Information Technology,Lab Infrastructure,,,2,Poor course structure,unhappy,poor course structure,0
STU0297,Information Technology,Placements,,,5,Highly knowledgeable and supportive faculty,happy,highly knowledgeable supportive faculty,2
STU0297,Information Technology,Internships,,,2,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0297,Information Technology,Extracurricular Activities,,,4,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0297,Information Technology,Industry Connections,,,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0297,Information Technology,International Collaborations,,,1,Outdated teaching methods,unhappy,outdated teaching methods,0
STU0298,Information Technology,Faculty Performance,Dr. Sopan Khurana,Database Management System,3,Could improve practical exposure,neutral,could improve practical exposure,1
STU0298,Information Technology,College Infrastructure,,,1,Lack of practical knowledge,unhappy,lack practical knowledge,0
STU0298,Information Technology,Library Facilities,,,3,Exceptional teaching and guidance,happy,exceptional teaching guidance,2
STU0298,Information Technology,Lab Infrastructure,,,3,Average teaching experience,happy,average teaching experience,2
