student_id,department,category,faculty_name,subject,rating,comment,sentiment
STU0495,Electronics,Placements,,,4,Highly knowledgeable and supportive faculty,happy
STU0495,Electronics,Internships,,,2,Needs improvement,unhappy
STU0495,Electronics,Extracurricular Activities,,,3,Average teaching experience,neutral
STU0495,Electronics,Industry Connections,,,5,Outstanding course content and delivery,happy
STU0495,Electronics,International Collaborations,,,5,Exceptional teaching and guidance,happy
STU0496,Electronics,Faculty Performance,Dr. Girish Talmale,Software Engineering,3,Moderate course content,neutral
STU0496,Electronics,College Infrastructure,,,5,Outstanding course content and delivery,happy
STU0496,Electronics,Library Facilities,,,3,Could improve practical exposure,neutral
STU0496,Electronics,Lab Infrastructure,,,2,Outstanding course content and delivery,happy
STU0496,Electronics,Placements,,,5,Average experience,happy
STU0496,Electronics,Internships,,,1,Lack of practical knowledge,unhappy
STU0496,Electronics,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy
STU0496,Electronics,Industry Connections,,,1,Highly knowledgeable and supportive faculty,happy
STU0496,Electronics,International Collaborations,,,4,Outstanding course content and delivery,happy
STU0497,Mechanical,Faculty Performance,Dr. Priya Sharma,Software Engineering,1,Outdated teaching methods,unhappy
STU0497,Mechanical,College Infrastructure,,,4,Outstanding course content and delivery,happy
STU0497,Mechanical,Library Facilities,,,4,Outstanding course content and delivery,happy
STU0497,Mechanical,Lab Infrastructure,,,2,Poor course structure,unhappy
STU0497,Mechanical,Placements,,,2,Poor course structure,unhappy
STU0497,Mechanical,Internships,,,5,Exceptional teaching and guidance,happy
STU0497,Mechanical,Extracurricular Activities,,,5,Exceptional teaching and guidance,unhappy
STU0497,Mechanical,Industry Connections,,,5,Outstanding course content and delivery,happy
STU0497,Mechanical,International Collaborations,,,2,Outdated teaching methods,unhappy
STU0498,Information Technology,Faculty Performance,Dr. Priya Sharma,Computer Networks,3,Average teaching experience,neutral
STU0498,Information Technology,College Infrastructure,,,3,Average teaching experience,neutral
STU0498,Information Technology,Library Facilities,,,1,Lack of practical knowledge,unhappy
STU0498,Information Technology,Lab Infrastructure,,,2,Needs improvement,unhappy
STU0498,Information Technology,Placements,,,1,Outdated teaching methods,unhappy
STU0498,Information Technology,Internships,,,3,Moderate course content,neutral
STU0498,Information Technology,Extracurricular Activities,,,2,Poor course structure,unhappy
STU0498,Information Technology,Industry Connections,,,3,Average experience,neutral
STU0498,Information Technology,International Collaborations,,,3,Outstanding course content and delivery,happy
STU0499,Electronics,Faculty Performance,Dr. Girish Talmale,Data Structures,3,Average experience,neutral
STU0499,Electronics,College Infrastructure,,,1,Outdated teaching methods,unhappy
STU0499,Electronics,Library Facilities,,,1,Lack of practical knowledge,unhappy
STU0499,Electronics,Lab Infrastructure,,,1,Lack of practical knowledge,unhappy
STU0499,Electronics,Placements,,,2,Outstanding course content and delivery,happy
STU0499,Electronics,Internships,,,1,Outdated teaching methods,unhappy
STU0499,Electronics,Extracurricular Activities,,,2,Poor course structure,unhappy
STU0499,Electronics,Industry Connections,,,2,Poor course structure,unhappy
STU0499,Electronics,International Collaborations,,,5,Highly knowledgeable and supportive faculty,happy
STU0500,Information Technology,Faculty Performance,Dr. Priya Sharma,Computer Networks,4,Highly knowledgeable and supportive faculty,happy
STU0500,Information Technology,College Infrastructure,,,4,Outstanding course content and delivery,happy
STU0500,Information Technology,Library Facilities,,,4,Exceptional teaching and guidance,happy
STU0500,Information Technology,Lab Infrastructure,,,4,Outdated teaching methods,unhappy
STU0500,Information Technology,Placements,,,2,Needs improvement,unhappy
STU0500,Information Technology,Internships,,,3,Average teaching experience,neutral
STU0500,Information Technology,Extracurricular Activities,,,2,Poor course structure,happy
STU0500,Information Technology,Industry Connections,,,1,Poor course structure,unhappy
STU0500,Information Technology,International Collaborations,,,1,Outstanding course content and delivery,happy
STU0501,Computer Science,Faculty Performance,Dr. Meera Krishnan,Database Management System,1,Poor course structure,neutral
STU0501,Computer Science,College Infrastructure,,,2,Outdated teaching methods,unhappy
STU0501,Computer Science,Library Facilities,,,3,Average teaching experience,neutral
STU0501,Computer Science,Lab Infrastructure,,,3,Moderate course content,neutral
STU0501,Computer Science,Placements,,,2,Lack of practical knowledge,unhappy
STU0501,Computer Science,Internships,,,4,Exceptional teaching and guidance,happy
STU0501,Computer Science,Extracurricular Activities,,,4,Outstanding course content and delivery,happy
STU0501,Computer Science,Industry Connections,,,4,Exceptional teaching and guidance,happy
STU0501,Computer Science,International Collaborations,,,5,Exceptional teaching and guidance,happy
STU0502,Mechanical,Faculty Performance,Dr. Priya Sharma,Data Structures,4,Highly knowledgeable and supportive faculty,happy
STU0502,Mechanical,College Infrastructure,,,4,Highly knowledgeable and supportive faculty,happy
STU0502,Mechanical,Library Facilities,,,3,Moderate course content,neutral
STU0502,Mechanical,Lab Infrastructure,,,5,Exceptional teaching and guidance,happy
STU0502,Mechanical,Placements,,,5,Average experience,happy
STU0502,Mechanical,Internships,,,5,Highly knowledgeable and supportive faculty,neutral
STU0502,Mechanical,Extracurricular Activities,,,3,Could improve practical exposure,neutral
STU0502,Mechanical,Industry Connections,,,1,Outdated teaching methods,unhappy
STU0502,Mechanical,International Collaborations,,,2,Poor course structure,unhappy
STU0503,Information Technology,Faculty Performance,Dr. Harsh Singh,Database Management System,5,Highly knowledgeable and supportive faculty,happy
STU0503,Information Technology,College Infrastructure,,,1,Poor course structure,unhappy
STU0503,Information Technology,Library Facilities,,,1,Outdated teaching methods,unhappy
STU0503,Information Technology,Lab Infrastructure,,,5,Average teaching experience,neutral
STU0503,Information Technology,Placements,,,5,Highly knowledgeable and supportive faculty,happy
STU0503,Information Technology,Internships,,,1,Exceptional teaching and guidance,happy
STU0503,Information Technology,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy
STU0503,Information Technology,Industry Connections,,,4,Exceptional teaching and guidance,happy
STU0503,Information Technology,International Collaborations,,,3,Could improve practical exposure,neutral
STU0504,Computer Science,Faculty Performance,Dr. Meera Krishnan,Software Engineering,2,Lack of practical knowledge,unhappy
STU0504,Computer Science,College Infrastructure,,,5,Exceptional teaching and guidance,happy
STU0504,Computer Science,Library Facilities,,,5,Exceptional teaching and guidance,happy
STU0504,Computer Science,Lab Infrastructure,,,2,Poor course structure,unhappy
STU0504,Computer Science,Placements,,,3,Moderate course content,neutral
STU0504,Computer Science,Internships,,,2,Lack of practical knowledge,unhappy
STU0504,Computer Science,Extracurricular Activities,,,5,Outstanding course content and delivery,happy
STU0504,Computer Science,Industry Connections,,,4,Outstanding course content and delivery,happy
STU0504,Computer Science,International Collaborations,,,1,Poor course structure,unhappy
STU0505,Electronics,Faculty Performance,Dr. Rajesh Patil,Computer Networks,1,Outdated teaching methods,unhappy
STU0505,Electronics,College Infrastructure,,,3,Average teaching experience,neutral
STU0505,Electronics,Library Facilities,,,5,Exceptional teaching and guidance,happy
STU0505,Electronics,Lab Infrastructure,,,1,Poor course structure,neutral
STU0505,Electronics,Placements,,,1,Outdated teaching methods,unhappy
STU0505,Electronics,Internships,,,2,Outdated teaching methods,unhappy
STU0505,Electronics,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy
STU0505,Electronics,Industry Connections,,,1,Lack of practical knowledge,unhappy
STU0505,Electronics,International Collaborations,,,3,Average teaching experience,neutral
STU0506,Electrical,Faculty Performance,Dr. Priya Sharma,Artificial Intelligence,3,Could improve practical exposure,neutral
STU0506,Electrical,College Infrastructure,,,5,Outstanding course content and delivery,happy
STU0506,Electrical,Library Facilities,,,5,Highly knowledgeable and supportive faculty,happy
STU0506,Electrical,Lab Infrastructure,,,1,Lack of practical knowledge,neutral
STU0506,Electrical,Placements,,,4,Average teaching experience,unhappy
STU0506,Electrical,Internships,,,3,Average teaching experience,neutral
STU0506,Electrical,Extracurricular Activities,,,5,Highly knowledgeable and supportive faculty,happy
STU0506,Electrical,Industry Connections,,,2,Outdated teaching methods,unhappy
STU0506,Electrical,International Collaborations,,,4,Highly knowledgeable and supportive faculty,happy
STU0507,Mechanical,Faculty Performance,Dr. Sopan Khurana,Data Structures,4,Outstanding course content and delivery,happy
STU0507,Mechanical,College Infrastructure,,,1,Outdated teaching methods,unhappy
STU0507,Mechanical,Library Facilities,,,4,Highly knowledgeable and supportive faculty,happy
STU0507,Mechanical,Lab Infrastructure,,,4,Exceptional teaching and guidance,happy
STU0507,Mechanical,Placements,,,5,Highly knowledgeable and supportive faculty,happy
STU0507,Mechanical,Internships,,,1,Poor course structure,unhappy
STU0507,Mechanical,Extracurricular Activities,,,2,Poor course structure,unhappy
STU0507,Mechanical,Industry Connections,,,3,Moderate course content,unhappy
STU0507,Mechanical,International Collaborations,,,4,Outstanding course content and delivery,happy
STU0508,Mechanical,Faculty Performance,Dr. Girish Talmale,Machine Learning,1,Lack of practical knowledge,unhappy
STU0508,Mechanical,College Infrastructure,,,2,Outdated teaching methods,unhappy
STU0508,Mechanical,Library Facilities,,,5,Exceptional teaching and guidance,happy
STU0508,Mechanical,Lab Infrastructure,,,5,Exceptional teaching and guidance,happy
STU0508,Mechanical,Placements,,,5,Exceptional teaching and guidance,happy
STU0508,Mechanical,Internships,,,4,Highly knowledgeable and supportive faculty,happy
STU0508,Mechanical,Extracurricular Activities,,,3,Average teaching experience,neutral
STU0508,Mechanical,Industry Connections,,,2,Lack of practical knowledge,unhappy
STU0508,Mechanical,International Collaborations,,,3,Could improve practical exposure,neutral
STU0509,Computer Science,Faculty Performance,Dr. Sopan Khurana,Artificial Intelligence,3,Needs improvement,unhappy
STU0509,Computer Science,College Infrastructure,,,4,Outstanding course content and delivery,happy
STU0509,Computer Science,Library Facilities,,,4,Outstanding course content and delivery,happy
STU0509,Computer Science,Lab Infrastructure,,,2,Outdated teaching methods,unhappy
STU0509,Computer Science,Placements,,,4,Highly knowledgeable and supportive faculty,happy
STU0509,Computer Science,Internships,,,1,Lack of practical knowledge,unhappy
STU0509,Computer Science,Extracurricular Activities,,,2,Exceptional teaching and guidance,happy
STU0509,Computer Science,Industry Connections,,,1,Needs improvement,unhappy
STU0509,Computer Science,International Collaborations,,,2,Lack of practical knowledge,unhappy
STU0510,Mechanical,Faculty Performance,Dr. Rajesh Patil,Computer Networks,5,Exceptional teaching and guidance,happy
STU0510,Mechanical,College Infrastructure,,,2,Outdated teaching methods,unhappy
STU0510,Mechanical,Library Facilities,,,2,Outdated teaching methods,unhappy
STU0510,Mechanical,Lab Infrastructure,,,5,Exceptional teaching and guidance,happy
STU0510,Mechanical,Placements,,,2,Poor course structure,happy
STU0510,Mechanical,Internships,,,5,Exceptional teaching and guidance,happy
STU0510,Mechanical,Extracurricular Activities,,,4,Outstanding course content and delivery,neutral
STU0510,Mechanical,Industry Connections,,,4,Outstanding course content and delivery,neutral
STU0510,Mechanical,International Collaborations,,,4,Exceptional teaching and guidance,happy
STU0511,Mechanical,Faculty Performance,Dr. Rajesh Patil,Computer Networks,4,Exceptional teaching and guidance,happy
STU0511,Mechanical,College Infrastructure,,,1,Poor course structure,unhappy
STU0511,Mechanical,Library Facilities,,,5,Highly knowledgeable and supportive faculty,happy
STU0511,Mechanical,Lab Infrastructure,,,3,Moderate course content,neutral
STU0511,Mechanical,Placements,,,2,Lack of practical knowledge,happy
STU0511,Mechanical,Internships,,,4,Highly knowledgeable and supportive faculty,happy
STU0511,Mechanical,Extracurricular Activities,,,1,Outdated teaching methods,unhappy
STU0511,Mechanical,Industry Connections,,,2,Exceptional teaching and guidance,happy
STU0511,Mechanical,International Collaborations,,,4,Outstanding course content and delivery,happy
STU0512,Electrical,Faculty Performance,Dr. Meera Krishnan,Computer Networks,1,Poor course structure,unhappy
STU0512,Electrical,College Infrastructure,,,5,Outstanding course content and delivery,unhappy
STU0512,Electrical,Library Facilities,,,5,Outstanding course content and delivery,happy
STU0512,Electrical,Lab Infrastructure,,,5,Exceptional teaching and guidance,happy
STU0512,Electrical,Placements,,,5,Outstanding course content and delivery,happy
STU0512,Electrical,Internships,,,2,Poor course structure,unhappy
STU0512,Electrical,Extracurricular Activities,,,4,Highly knowledgeable and supportive faculty,happy
STU0512,Electrical,Industry Connections,,,2,Poor course structure,unhappy
STU0512,Electrical,International Collaborations,,,2,Outdated teaching methods,unhappy
STU0513,Electronics,Faculty Performance,Dr. Girish Talmale,Database Management System,1,Lack of practical knowledge,unhappy
STU0513,Electronics,College Infrastructure,,,1,Poor course structure,happy
STU0513,Electronics,Library Facilities,,,3,Moderate course content,happy
STU0513,Electronics,Lab Infrastructure,,,4,Highly knowledgeable and supportive faculty,happy
STU0513,Electronics,Placements,,,3,Poor course structure,unhappy
STU0513,Electronics,Internships,,,3,Moderate course content,neutral
STU0513,Electronics,Extracurricular Activities,,,2,Lack of practical knowledge,unhappy
STU0513,Electronics,Industry Connections,,,3,Could improve practical exposure,neutral
STU0513,Electronics,International Collaborations,,,3,Moderate course content,neutral
STU0514,Information Technology,Faculty Performance,Dr. Harsh Singh,Database Management System,1,Outdated teaching methods,unhappy
STU0514,Information Technology,College Infrastructure,,,1,Outdated teaching methods,unhappy
STU0514,Information Technology,Library Facilities,,,5,Outstanding course content and delivery,happy
STU0514,Information Technology,Lab Infrastructure,,,2,Poor course structure,unhappy
STU0514,Information Technology,Placements,,,5,Exceptional teaching and guidance,happy
STU0514,Information Technology,Internships,,,3,Could improve practical exposure,neutral
STU0514,Information Technology,Extracurricular Activities,,,1,Outdated teaching methods,unhappy
STU0514,Information Technology,Industry Connections,,,4,Outstanding course content and delivery,happy
STU0514,Information Technology,International Collaborations,,,3,Moderate course content,neutral
STU0515,Mechanical,Faculty Performance,Dr. Sopan Khurana,Artificial Intelligence,4,Highly knowledgeable and supportive faculty,happy
STU0515,Mechanical,College Infrastructure,,,1,Outdated teaching methods,unhappy
STU0515,Mechanical,Library Facilities,,,3,Average teaching experience,neutral
STU0515,Mechanical,Lab Infrastructure,,,4,Highly knowledgeable and supportive faculty,happy
STU0515,Mechanical,Placements,,,4,Exceptional teaching and guidance,happy
STU0515,Mechanical,Internships,,,3,Needs improvement,unhappy
STU0515,Mechanical,Extracurricular Activities,,,1,Outdated teaching methods,unhappy
STU0515,Mechanical,Industry Connections,,,1,Lack of practical knowledge,unhappy
STU0515,Mechanical,International Collaborations,,,5,Exceptional teaching and guidance,happy
STU0516,Electrical,Faculty Performance,Dr. Harsh Singh,Data Structures,2,Outdated teaching methods,unhappy
STU0516,Electrical,College Infrastructure,,,5,Outstanding course content and delivery,happy
STU0516,Electrical,Library Facilities,,,2,Highly knowledgeable and supportive faculty,happy
STU0516,Electrical,Lab Infrastructure,,,1,Outdated teaching methods,unhappy
STU0516,Electrical,Placements,,,1,Outdated teaching methods,unhappy
STU0516,Electrical,Internships,,,2,Outdated teaching methods,unhappy
STU0516,Electrical,Extracurricular Activities,,,5,Outstanding course content and delivery,happy
STU0516,Electrical,Industry Connections,,,2,Poor course structure,happy
STU0516,Electrical,International Collaborations,,,3,Average experience,neutral
STU0517,Electrical,Faculty Performance,Dr. Harsh Singh,Machine Learning,5,Highly knowledgeable and supportive faculty,happy
STU0517,Electrical,College Infrastructure,,,3,Average teaching experience,neutral
STU0517,Electrical,Library Facilities,,,1,Poor course structure,happy
STU0517,Electrical,Lab Infrastructure,,,3,Average teaching experience,neutral
STU0517,Electrical,Placements,,,2,Poor course structure,unhappy
STU0517,Electrical,Internships,,,4,Exceptional teaching and guidance,happy
STU0517,Electrical,Extracurricular Activities,,,2,Poor course structure,unhappy
STU0517,Electrical,Industry Connections,,,3,Moderate course content,neutral
STU0517,Electrical,International Collaborations,,,2,Outdated teaching methods,unhappy
STU0518,Electrical,Faculty Performance,Dr. Girish Talmale,Machine Learning,3,Average teaching experience,neutral
STU0518,Electrical,College Infrastructure,,,1,Outdated teaching methods,unhappy
STU0518,Electrical,Library Facilities,,,2,Lack of practical knowledge,unhappy
STU0518,Electrical,Lab Infrastructure,,,1,Outdated teaching methods,unhappy
STU0518,Electrical,Placements,,,5,Needs improvement,unhappy
STU0518,Electrical,Internships,,,2,Needs improvement,unhappy
STU0518,Electrical,Extracurricular Activities,,,5,Outstanding course content and delivery,happy
STU0518,Electrical,Industry Connections,,,2,Outdated teaching methods,neutral
STU0518,Electrical,International Collaborations,,,1,Outdated teaching methods,unhappy
STU0519,Electrical,Faculty Performance,Dr. Priya Sharma,Artificial Intelligence,5,Moderate course content,neutral
STU0519,Electrical,College Infrastructure,,,5,Highly knowledgeable and supportive faculty,happy
STU0519,Electrical,Library Facilities,,,3,Could improve practical exposure,neutral
STU0519,Electrical,Lab Infrastructure,,,2,Poor course structure,unhappy
STU0519,Electrical,Placements,,,2,Outdated teaching methods,unhappy
STU0519,Electrical,Internships,,,1,Lack of practical knowledge,unhappy
STU0519,Electrical,Extracurricular Activities,,,5,Highly knowledgeable and supportive faculty,happy
STU0519,Electrical,Industry Connections,,,3,Could improve practical exposure,neutral
STU0519,Electrical,International Collaborations,,,4,Exceptional teaching and guidance,happy
STU0520,Electrical,Faculty Performance,Dr. Girish Talmale,Artificial Intelligence,1,Lack of practical knowledge,unhappy
STU0520,Electrical,College Infrastructure,,,1,Outdated teaching methods,unhappy
STU0520,Electrical,Library Facilities,,,4,Exceptional teaching and guidance,happy
STU0520,Electrical,Lab Infrastructure,,,4,Average experience,neutral
STU0520,Electrical,Placements,,,3,Moderate course content,neutral
STU0520,Electrical,Internships,,,3,Average experience,neutral
STU0520,Electrical,Extracurricular Activities,,,3,Average experience,neutral
STU0520,Electrical,Industry Connections,,,2,Exceptional teaching and guidance,happy
STU0520,Electrical,International Collaborations,,,4,Exceptional teaching and guidance,happy
STU0521,Information Technology,Faculty Performance,Dr. Rajesh Patil,Database Management System,1,Poor course structure,unhappy
STU0521,Information Technology,College Infrastructure,,,3,Could improve practical exposure,neutral
STU0521,Information Technology,Library Facilities,,,3,Outstanding course content and delivery,happy
STU0521,Information Technology,Lab Infrastructure,,,4,Outstanding course content and delivery,happy
STU0521,Information Technology,Placements,,,4,Lack of practical knowledge,unhappy
STU0521,Information Technology,Internships,,,4,Exceptional teaching and guidance,happy
STU0521,Information Technology,Extracurricular Activities,,,5,Exceptional teaching and guidance,unhappy
STU0521,Information Technology,Industry Connections,,,4,Highly knowledgeable and supportive faculty,happy
STU0521,Information Technology,International Collaborations,,,2,Poor course structure,unhappy
STU0522,Computer Science,Faculty Performance,Dr. Priya Sharma,Software Engineering,3,Average teaching experience,neutral
STU0522,Computer Science,College Infrastructure,,,4,Average experience,happy
STU0522,Computer Science,Library Facilities,,,5,Outstanding course content and delivery,neutral
STU0522,Computer Science,Lab Infrastructure,,,2,Needs improvement,unhappy
STU0522,Computer Science,Placements,,,4,Exceptional teaching and guidance,happy
STU0522,Computer Science,Internships,,,4,Exceptional teaching and guidance,happy
STU0522,Computer Science,Extracurricular Activities,,,2,Could improve practical exposure,neutral
STU0522,Computer Science,Industry Connections,,,5,Exceptional teaching and guidance,happy
STU0522,Computer Science,International Collaborations,,,5,Exceptional teaching and guidance,happy
STU0523,Information Technology,Faculty Performance,Dr. Meera Krishnan,Data Structures,3,Moderate course content,neutral
STU0523,Information Technology,College Infrastructure,,,3,Outstanding course content and delivery,neutral
STU0523,Information Technology,Library Facilities,,,4,Lack of practical knowledge,unhappy
STU0523,Information Technology,Lab Infrastructure,,,4,Outstanding course content and delivery,happy
STU0523,Information Technology,Placements,,,5,Highly knowledgeable and supportive faculty,unhappy
STU0523,Information Technology,Internships,,,3,Average experience,neutral
STU0523,Information Technology,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy
STU0523,Information Technology,Industry Connections,,,2,Poor course structure,unhappy
STU0523,Information Technology,International Collaborations,,,5,Outstanding course content and delivery,happy
STU0524,Computer Science,Faculty Performance,Dr. Meera Krishnan,Machine Learning,1,Poor course structure,unhappy
STU0524,Computer Science,College Infrastructure,,,5,Outstanding course content and delivery,happy
STU0524,Computer Science,Library Facilities,,,5,Outstanding course content and delivery,happy
STU0524,Computer Science,Lab Infrastructure,,,4,Outdated teaching methods,unhappy
STU0524,Computer Science,Placements,,,3,Exceptional teaching and guidance,happy
STU0524,Computer Science,Internships,,,2,Needs improvement,unhappy
STU0524,Computer Science,Extracurricular Activities,,,5,Exceptional teaching and guidance,happy
STU0524,Computer Science,Industry Connections,,,5,Outstanding course content and delivery,happy
STU0524,Computer Science,International Collaborations,,,5,Exceptional teaching and guidance,happy
STU0525,Electrical,Faculty Performance,Dr. Priya Sharma,Machine Learning,3,Moderate course content,neutral
STU0525,Electrical,College Infrastructure,,,4,Highly knowledgeable and supportive faculty,happy
STU0525,Electrical,Library Facilities,,,5,Outstanding course content and delivery,unhappy
STU0525,Electrical,Lab Infrastructure,,,4,Exceptional teaching and guidance,happy
STU0525,Electrical,Placements,,,1,Outdated teaching methods,unhappy
STU0525,Electrical,Internships,,,1,Lack of practical knowledge,unhappy
STU0525,Electrical,Extracurricular Activities,,,4,Outstanding course content and delivery,happy
STU0525,Electrical,Industry Connections,,,3,Average teaching experience,neutral
STU0525,Electrical,International Collaborations,,,5,Outstanding course content and delivery,happy
STU0526,Information Technology,Faculty Performance,Dr. Priya Sharma,Database Management System,5,Highly knowledgeable and supportive faculty,neutral
STU0526,Information Technology,College Infrastructure,,,1,Needs improvement,unhappy
STU0526,Information Technology,Library Facilities,,,4,Highly knowledgeable and supportive faculty,happy
STU0526,Information Technology,Lab Infrastructure,,,1,Lack of practical knowledge,unhappy
STU0526,Information Technology,Placements,,,5,Outstanding course content and delivery,neutral
STU0526,Information Technology,Internships,,,5,Exceptional teaching and guidance,happy
STU0526,Information Technology,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy
STU0526,Information Technology,Industry Connections,,,3,Could improve practical exposure,neutral
STU0526,Information Technology,International Collaborations,,,2,Poor course structure,unhappy
STU0527,Electronics,Faculty Performance,Dr. Priya Sharma,Artificial Intelligence,3,Could improve practical exposure,neutral
STU0527,Electronics,College Infrastructure,,,1,Poor course structure,happy
STU0527,Electronics,Library Facilities,,,3,Average experience,neutral
STU0527,Electronics,Lab Infrastructure,,,1,Highly knowledgeable and supportive faculty,happy
STU0527,Electronics,Placements,,,3,Average teaching experience,neutral
STU0527,Electronics,Internships,,,4,Highly knowledgeable and supportive faculty,happy
STU0527,Electronics,Extracurricular Activities,,,2,Lack of practical knowledge,neutral
STU0527,Electronics,Industry Connections,,,2,Poor course structure,unhappy
STU0527,Electronics,International Collaborations,,,5,Outstanding course content and delivery,happy
STU0528,Information Technology,Faculty Performance,Dr. Meera Krishnan,Artificial Intelligence,1,Exceptional teaching and guidance,happy
STU0528,Information Technology,College Infrastructure,,,5,Highly knowledgeable and supportive faculty,happy
STU0528,Information Technology,Library Facilities,,,4,Average experience,happy
STU0528,Information Technology,Lab Infrastructure,,,4,Exceptional teaching and guidance,happy
STU0528,Information Technology,Placements,,,5,Highly knowledgeable and supportive faculty,happy
STU0528,Information Technology,Internships,,,4,Outstanding course content and delivery,happy
STU0528,Information Technology,Extracurricular Activities,,,3,Moderate course content,neutral
STU0528,Information Technology,Industry Connections,,,3,Could improve practical exposure,neutral
STU0528,Information Technology,International Collaborations,,,1,Outdated teaching methods,unhappy
STU0529,Computer Science,Faculty Performance,Dr. Meera Krishnan,Machine Learning,4,Exceptional teaching and guidance,happy
STU0529,Computer Science,College Infrastructure,,,2,Lack of practical knowledge,unhappy
STU0529,Computer Science,Library Facilities,,,2,Outdated teaching methods,unhappy
STU0529,Computer Science,Lab Infrastructure,,,2,Outstanding course content and delivery,happy
STU0529,Computer Science,Placements,,,5,Outstanding course content and delivery,happy
STU0529,Computer Science,Internships,,,2,Outdated teaching methods,unhappy
STU0529,Computer Science,Extracurricular Activities,,,1,Outdated teaching methods,unhappy
STU0529,Computer Science,Industry Connections,,,3,Could improve practical exposure,neutral
STU0529,Computer Science,International Collaborations,,,2,Lack of practical knowledge,unhappy
STU0530,Computer Science,Faculty Performance,Dr. Priya Sharma,Data Structures,3,Highly knowledgeable and supportive faculty,happy
STU0530,Computer Science,College Infrastructure,,,2,Exceptional teaching and guidance,happy
STU0530,Computer Science,Library Facilities,,,1,Outdated teaching methods,unhappy
STU0530,Computer Science,Lab Infrastructure,,,4,Outstanding course content and delivery,neutral
STU0530,Computer Science,Placements,,,3,Average teaching experience,neutral
STU0530,Computer Science,Internships,,,3,Average teaching experience,neutral
STU0530,Computer Science,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy
STU0530,Computer Science,Industry Connections,,,2,Outdated teaching methods,unhappy
STU0530,Computer Science,International Collaborations,,,3,Average experience,neutral
STU0531,Computer Science,Faculty Performance,Dr. Priya Sharma,Machine Learning,1,Needs improvement,unhappy
STU0531,Computer Science,College Infrastructure,,,2,Poor course structure,unhappy
STU0531,Computer Science,Library Facilities,,,4,Outstanding course content and delivery,happy
STU0531,Computer Science,Lab Infrastructure,,,5,Outstanding course content and delivery,happy
STU0531,Computer Science,Placements,,,1,Poor course structure,unhappy
STU0531,Computer Science,Internships,,,3,Moderate course content,neutral
STU0531,Computer Science,Extracurricular Activities,,,5,Highly knowledgeable and supportive faculty,neutral
STU0531,Computer Science,Industry Connections,,,4,Highly knowledgeable and supportive faculty,happy
STU0531,Computer Science,International Collaborations,,,2,Poor course structure,unhappy
STU0532,Electronics,Faculty Performance,Dr. Harsh Singh,Software Engineering,4,Outstanding course content and delivery,happy
STU0532,Electronics,College Infrastructure,,,4,Could improve practical exposure,neutral
STU0532,Electronics,Library Facilities,,,5,Exceptional teaching and guidance,happy
STU0532,Electronics,Lab Infrastructure,,,1,Outdated teaching methods,unhappy
STU0532,Electronics,Placements,,,1,Outdated teaching methods,unhappy
STU0532,Electronics,Internships,,,1,Outdated teaching methods,unhappy
STU0532,Electronics,Extracurricular Activities,,,2,Poor course structure,unhappy
STU0532,Electronics,Industry Connections,,,5,Exceptional teaching and guidance,neutral
STU0532,Electronics,International Collaborations,,,1,Needs improvement,unhappy
STU0533,Mechanical,Faculty Performance,Dr. Meera Krishnan,Machine Learning,2,Poor course structure,unhappy
STU0533,Mechanical,College Infrastructure,,,5,Exceptional teaching and guidance,unhappy
STU0533,Mechanical,Library Facilities,,,5,Highly knowledgeable and supportive faculty,happy
STU0533,Mechanical,Lab Infrastructure,,,2,Outdated teaching methods,unhappy
STU0533,Mechanical,Placements,,,4,Outstanding course content and delivery,happy
STU0533,Mechanical,Internships,,,2,Poor course structure,unhappy
STU0533,Mechanical,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy
STU0533,Mechanical,Industry Connections,,,3,Moderate course content,neutral
STU0533,Mechanical,International Collaborations,,,2,Poor course structure,unhappy
STU0534,Information Technology,Faculty Performance,Dr. Priya Sharma,Artificial Intelligence,1,Lack of practical knowledge,unhappy
STU0534,Information Technology,College Infrastructure,,,2,Outdated teaching methods,neutral
STU0534,Information Technology,Library Facilities,,,3,Average teaching experience,neutral
STU0534,Information Technology,Lab Infrastructure,,,1,Outdated teaching methods,unhappy
STU0534,Information Technology,Placements,,,2,Poor course structure,unhappy
STU0534,Information Technology,Internships,,,4,Average teaching experience,neutral
STU0534,Information Technology,Extracurricular Activities,,,5,Exceptional teaching and guidance,happy
STU0534,Information Technology,Industry Connections,,,3,Average teaching experience,neutral
STU0534,Information Technology,International Collaborations,,,5,Outstanding course content and delivery,happy
STU0535,Computer Science,Faculty Performance,Dr. Sopan Khurana,Artificial Intelligence,5,Exceptional teaching and guidance,happy
STU0535,Computer Science,College Infrastructure,,,2,Poor course structure,unhappy
STU0535,Computer Science,Library Facilities,,,5,Exceptional teaching and guidance,happy
STU0535,Computer Science,Lab Infrastructure,,,1,Outstanding course content and delivery,happy
STU0535,Computer Science,Placements,,,4,Outstanding course content and delivery,happy
STU0535,Computer Science,Internships,,,5,Outdated teaching methods,unhappy
STU0535,Computer Science,Extracurricular Activities,,,3,Average teaching experience,neutral
